bioguide_id,crp_id,cand_name,cycle,state,party,chamber,first_elected,next_election,total,spent,cash_on_hand,debt
S000248,N00001813,"Serrano, Jose E",2016,NY,D,H,1989,2016,276468.99,276835.84,42635.02,0
H000874,N00001821,"Hoyer, Steny H",2016,MD,D,H,1981,2016,3721894.31,3832251.27,692678.68,0
M000702,N00001945,"Mikulski, Barbara A",2016,MD,D,S,1986,2016,1150484,1502828,541332,0
C000141,N00001955,"Cardin, Ben",2016,MD,D,S,2006,2018,6480656,6161705,704338,0
C000984,N00001971,"Cummings, Elijah E",2016,MD,D,H,1996,2016,1056238.01,991942.14,954952.82,0
M000933,N00002083,"Moran, Jim",2016,,D, ,,2016,1939.07,77650.96,259154.05,0
S000185,N00002147,"Scott, Bobby",2016,VA,D,H,1992,2016,767330.61,761911.42,110924.8,3191.43
R000011,N00002198,"Rahall, Nick",2016,,D, ,,2016,423,21714.39,33056,0
B001135,N00002221,"Burr, Richard",2016,NC,R,S,2004,2016,12904555,10069504,235536,0
P000523,N00002260,"Price, David",2016,NC,D,H,1986,2016,785243.51,786089.62,215563.1,0
J000255,N00002299,"Jones, Walter B Jr",2016,NC,R,H,1994,2016,673185.69,693516.77,105143.98,0
M000485,N00002356,"McIntyre, Mike",2016,,D, ,,2016,0,100198.19,255027.83,0
C000537,N00002408,"Clyburn, James E",2016,SC,D,H,1992,2016,2172542.43,2163339,1260422.56,0
S000051,N00002424,"Sanford, Mark",2016,SC,R,H,2013,2016,741639,165335.7,1080640.34,0
L000287,N00002577,"Lewis, John",2016,GA,D,H,1986,2016,1085379.31,1051614.35,218184.61,0
I000055,N00002593,"Isakson, Johnny",2016,GA,R,S,2004,2016,11018640.6,11211811.47,970783,0
K000220,N00002656,"Kingston, Jack",2016,,R, ,,2020,7600914,7590122,10792,0
B000490,N00002674,"Bishop, Sanford",2016,GA,D,H,1992,2016,1111033.94,1057171.3,198178.93,0
C000286,N00002685,"Chambliss, Saxby",2016,,R, ,,2020,1733825,832462,267324,0
B000911,N00002713,"Brown, Corrine",2016,FL,D,H,1992,2016,557347.88,571537.82,-6417.56,120475.44
M000689,N00002793,"Mica, John L",2016,FL,R,H,1992,2016,1624556.36,1805790.59,89573.62,0
R000435,N00002858,"Ros-Lehtinen, Ileana",2016,FL,R,H,1989,2016,1532073.75,3410165.02,66659.58,0
H000324,N00002884,"Hastings, Alcee L",2016,FL,D,H,1992,2016,798155.96,829510.78,123102.13,0
F000462,N00002893,"Frankel, Lois J",2016,FL,D,H,2012,2016,1639413.34,900101.56,812067.59,0
C001111,N00002942,"Crist, Charlie",2016,,D, ,,2016,2073557.29,1975501.46,98055.83,225292.63
A000055,N00003028,"Aderholt, Robert B",2016,AL,R,H,1996,2016,1433640.67,1387066.28,465512.26,0
S001141,N00003062,"Sessions, Jeff",2016,AL,R,S,1996,2020,1762236,2116513,2590358,0
B001243,N00003105,"Blackburn, Marsha",2016,TN,R,H,2002,2016,2186667.71,1497337.35,2551958.17,7402.28
C000754,N00003132,"Cooper, Jim",2016,TN,D,H,2002,2016,646126.93,625973.02,875694.48,0
D000533,N00003209,"Duncan, John J Jr",2016,TN,R,H,1988,2016,380238.02,507682.24,959084.65,0
C001068,N00003225,"Cohen, Steve",2016,TN,D,H,2006,2016,615134.82,291300.44,941671.33,0
C000567,N00003328,"Cochran, Thad",2016,MS,R,S,1978,2020,8211699,8537153,55587,0
M000355,N00003389,"McConnell, Mitch",2016,KY,R,S,1984,2020,30167647,30259654,925444,0
R000395,N00003473,"Rogers, Hal",2016,KY,R,H,1980,2016,1314304.66,1342390.03,1100885.55,0
K000009,N00003522,"Kaptur, Marcy",2016,OH,D,H,1982,2016,898034.22,700071.55,567207.19,0
B000944,N00003535,"Brown, Sherrod",2016,OH,D,S,2006,2018,26808891,25145851,3183855,0
B000589,N00003675,"Boehner, John",2016,OH,R, ,1990,2016,4918824.54,6212040.42,0,0
P000449,N00003682,"Portman, Rob",2016,OH,R,S,2010,2016,25428561,26534605,380564,0
C000266,N00003689,"Chabot, Steve",2016,OH,R,H,2010,2016,1012388.98,689473.37,963447.81,0
C000542,N00003845,"Coats, Dan",2016,IN,R,S,2010,2016,1123660,1002318,312723,0
L000263,N00003950,"Levin, Sander",2016,MI,D,H,1982,2016,1293278.12,1266214.88,226728.48,0
C000714,N00004029,"Conyers, John Jr",2016,MI,D,H,1964,2016,605323.66,599837.87,13477.81,37851.29
S000770,N00004118,"Stabenow, Debbie",2016,MI,D,S,2000,2018,14856681,13686540,3203218,18028
H000206,N00004207,"Harkin, Tom",2016,,D, ,,2020,1394082,3507518,68112,0
L000111,N00004227,"Latham, Tom",2016,,R, ,,2016,2000,48640.24,404779.55,0
S000244,N00004291,"Sensenbrenner, F James Jr",2016,WI,R,H,1978,2016,384926.81,296448.98,482403.54,0
R000570,N00004357,"Ryan, Paul",2016,WI,R,H,1998,2016,19811896.5,13393344.59,9098872.77,0
B001230,N00004367,"Baldwin, Tammy",2016,WI,D,S,2012,2018,18657971.04,18305822.9,1089919,0
K000188,N00004403,"Kind, Ron",2016,WI,D,H,1996,2016,2105216.26,1315223.09,2254236.36,0
P000265,N00004426,"Petri, Tom",2016,,R, ,,2016,-1000,427174,0,0
K000363,N00004436,"Kline, John",2016,MN,R,H,2002,2016,616883.02,539115.52,193548.65,0
P000258,N00004558,"Peterson, Collin",2016,MN,D,H,1990,2016,1201912.86,682927.52,569667.16,0
C001096,N00004614,"Cramer, Kevin",2016,ND,R,H,2012,2016,1405040.42,1030530.12,395408.26,0
B000243,N00004643,"Baucus, Max",2016,,D, ,,2020,4227462,1700266,1072137,0
R000580,N00004719,"Roskam, Peter",2016,IL,R,H,2006,2016,2988266.05,3331979.99,113731.68,0
S001145,N00004724,"Schakowsky, Jan",2016,IL,D,H,1998,2016,1365194.79,1296088.46,349637.31,0
G000535,N00004874,"Gutierrez, Luis V",2016,IL,D,H,1992,2016,523671.09,559073.21,156161.75,0
D000096,N00004884,"Davis, Danny K",2016,IL,D,H,1996,2016,552637.99,503244.38,310945.51,58954.71
R000515,N00004887,"Rush, Bobby L",2016,IL,D,H,1992,2016,586080,618191.5,793.58,25589.43
S000364,N00004961,"Shimkus, John M",2016,IL,R,H,1996,2016,3199189.13,3389735.32,836289.72,0
D000563,N00004981,"Durbin, Dick",2016,IL,D,S,1996,2020,10474952,11907951,819176,0
B000575,N00005195,"Blunt, Roy",2016,MO,R,S,2010,2016,15893492,15909243,157283,0
M000934,N00005282,"Moran, Jerry",2016,KS,R,S,2010,2016,6617848,5597323.91,1192108,18655
R000307,N00005285,"Roberts, Pat",2016,KS,R,S,1996,2020,8243617,8305327,56032,55000
A000373,N00005293,"Ashford, Brad",2016,NE,D,H,2014,2016,2502644.98,2515415.72,2719.05,500
L000550,N00005395,"Landrieu, Mary L",2016,,D, ,,2020,18705422.19,19283967.19,0,0
L000491,N00005559,"Lucas, Frank D",2016,OK,R,H,1994,2016,1182119.41,1068849.91,400287.05,0
I000024,N00005582,"Inhofe, James M",2016,OK,R,S,1994,2020,4912855,5025704,127600,0
C000560,N00005601,"Coburn, Tom",2016,,R, ,,2016,31481,449735,0,0
H000067,N00005645,"Hall, Ralph",2016,,R, ,,2016,164602.74,329384.73,0,0
B000213,N00005656,"Barton, Joe",2016,TX,R,H,1984,2016,1348350.29,1345838.14,421386.29,95025
S000250,N00005681,"Sessions, Pete",2016,TX,R,H,1996,2016,2392920.05,2559457.35,504139.13,0
B001291,N00005736,"Babin, Brian",2016,TX,R,H,2014,2016,1051102.46,643476.64,554184.94,0
J000032,N00005818,"Jackson Lee, Sheila",2016,TX,D,H,1994,2016,485724.07,579702.28,118837.01,0
G000410,N00005870,"Green, Gene",2016,TX,D,H,1992,2016,1798927.89,1903402.3,1078649.84,200
B000755,N00005883,"Brady, Kevin",2016,TX,R,H,1996,2016,4808899.01,3998822.62,1468363.81,72451.9
S000937,N00005918,"Stockman, Steve",2016,,R, ,,2020,250132.69,221784.93,0,0
H000636,N00006008,"Hinojosa, Ruben",2016,TX,D,H,1996,2016,151065.44,178037.24,179709.25,0
D000399,N00006023,"Doggett, Lloyd",2016,TX,D,H,1994,2016,1061652.65,421480.58,3681782.96,0
D000197,N00006134,"DeGette, Diana",2016,CO,D,H,1996,2016,1255485.92,1175598.53,100044.55,0
B001261,N00006236,"Barrasso, John A",2016,WY,R,S,2007,2018,5807201,3668714.98,2749487,0
E000285,N00006249,"Enzi, Mike",2016,WY,R,S,1996,2020,3661038.23,3442825.98,580995,0
S001148,N00006263,"Simpson, Mike",2016,ID,R,H,1998,2016,1013933.11,931105.89,153137.34,0
C000880,N00006267,"Crapo, Mike",2016,ID,R,S,1998,2016,5875081,5807234,2865764,0
P000099,N00006397,"Pastor, Ed",2016,,D, ,,2016,0,1038830.73,162406.64,0
K000352,N00006406,"Kyl, Jon",2016,,R, ,,2018,-53933,115062,512807,0
F000448,N00006423,"Franks, Trent",2016,AZ,R,H,2002,2016,265863,264462.47,7449.97,81100
M000303,N00006424,"McCain, John",2016,AZ,R,S,1986,2016,14796427.96,14374564.01,421864,0
S000018,N00006446,"Salmon, Matt",2016,AZ,R,H,2012,2016,355818.5,408627.47,394628.83,0
R000486,N00006671,"Roybal-Allard, Lucille",2016,CA,D,H,1992,2016,655432.58,611864.03,72624.8,0
B000711,N00006692,"Boxer, Barbara",2016,CA,D,S,1992,2016,690526.78,1297651.21,0,0
N000179,N00006789,"Napolitano, Grace",2016,CA,D,H,1998,2016,736480.98,843474.07,144692.15,6046
H001063,N00006806,"Hahn, Janice",2016,CA,D, ,2011,2016,2025.19,47050.15,3027.07,0
M001177,N00006863,"McClintock, Tom",2016,CA,R,H,2008,2016,1039359,981306.35,275176.34,6552.44
M000508,N00006882,"McKeon, Buck",2016,,R, ,,2016,-681.19,128293.77,158363.03,0
S000344,N00006897,"Sherman, Brad",2016,CA,D,H,1996,2016,1556653.31,417102.14,1376673.53,1152.51
M001139,N00006954,"Miller, Gary",2016,,R, ,,2016,5193.91,275778.67,401580.08,0
I000056,N00007017,"Issa, Darrell",2016,CA,R,H,2000,2016,2854881.59,6275754.13,329151.63,48301.68
C000059,N00007099,"Calvert, Ken",2016,CA,R,H,1992,2016,1443899.49,1267108.76,582349.73,2370.5
R000409,N00007151,"Rohrabacher, Dana",2016,CA,R,H,1988,2016,874819.5,646004.38,237775.2,0
C001036,N00007232,"Capps, Lois",2016,CA,D,H,1998,2016,24700.05,149064.76,19200.99,0
N000181,N00007248,"Nunes, Devin",2016,CA,R,H,2002,2016,2459234.88,1368307.87,3177900.27,0
F000030,N00007312,"Farr, Sam",2016,CA,D,H,1993,2016,194650.88,273348.45,30015.13,0
E000215,N00007335,"Eshoo, Anna",2016,CA,D,H,1992,2016,1370036.55,1310790.45,402468.17,2403.04
P000197,N00007360,"Pelosi, Nancy",2016,CA,D,H,1987,2016,4318118.79,3478460.87,1820817.85,0
F000062,N00007364,"Feinstein, Dianne",2016,CA,D,S,1992,2018,12701760,14131103,2424357,0
L000397,N00007479,"Lofgren, Zoe",2016,CA,D,H,1994,2016,1371445.35,1147636.59,1275112.09,0
F000010,N00007632,"Faleomavaega, Eni F H",2016,,D, ,,2016,0,102.89,0,0
R000600,N00007635,"Radewagen, Amata Coleman",2016,AS,R,D,2014,2016,78278.3,75562.51,2099.17,0
B000574,N00007727,"Blumenauer, Earl",2016,OR,D,H,1996,2016,1495563.17,1120680.89,1029930.36,0
D000191,N00007781,"DeFazio, Peter",2016,OR,D,H,1986,2016,1484773.96,868292.28,712929.25,0
S000510,N00007833,"Smith, Adam",2016,WA,D,H,1996,2016,921266.54,1101068.04,399695.38,0
C000127,N00007836,"Cantwell, Maria",2016,WA,D,S,2000,2018,11691083,11383963.25,806383,2171350
M001111,N00007876,"Murray, Patty",2016,WA,D,S,1992,2016,13524087.8,10285602.47,3721343,0
J000174,N00008028,"Johnson, Sam",2016,TX,R,H,1991,2016,1098195.51,1179891.24,424021.3,0
L000551,N00008046,"Lee, Barbara",2016,CA,D,H,1998,2016,1316687.51,1362246.15,38131.96,4401.75
C000071,N00008086,"Camp, Dave",2016,,R, ,,2016,24308.43,222029.28,2082404.96,0
B000013,N00008091,"Bachus, Spencer",2016,,R, ,,2016,2253,8531.76,0,0
J000126,N00008122,"Johnson, Eddie Bernice",2016,TX,D,H,1992,2016,382090.34,374033.21,86823.05,0
R000487,N00008264,"Royce, Ed",2016,CA,R,H,1992,2016,4436570.49,3640433.55,2792414.67,180799.66
S000030,N00008274,"Sanchez, Loretta",2016,CA,D,H,1996,2016,4203150,4119563,83842,2654
G000377,N00008799,"Granger, Kay",2016,TX,R,H,1996,2016,1414214.3,1086225.92,444451.82,7867.93
G000289,N00009154,"Goodlatte, Bob",2016,VA,R,H,1992,2016,1777614.99,1990780.84,765336.16,0
F000444,N00009573,"Flake, Jeff",2016,AZ,R,S,2012,2018,10318416,10364665,580214,0
S001150,N00009585,"Schiff, Adam",2016,CA,D,H,2000,2016,968263.28,966444.66,2106413.18,0
D000598,N00009604,"Davis, Susan A",2016,CA,D,H,2000,2016,485039.35,470858.68,255984.17,0
S001176,N00009660,"Scalise, Steve",2016,LA,R,H,2008,2016,3565927.77,3635482.97,413238.71,0
L000559,N00009724,"Langevin, Jim",2016,RI,D,H,2000,2016,1139064.82,960471.69,640448.35,20480.59
C001048,N00009738,"Culberson, John",2016,TX,R,H,2000,2016,1214570.06,1193410.96,81691.61,0
M001142,N00009753,"Matheson, Jim",2016,,D, ,,2016,166.46,9958.51,445867.43,0
L000560,N00009759,"Larsen, Rick",2016,WA,D,H,2000,2016,957187.22,1115965.18,143832.43,0
C001047,N00009771,"Capito, Shelley Moore",2016,WV,R,S,2014,2020,7893562,9096842,400232,0
B000287,N00009774,"Becerra, Xavier",2016,CA,D,H,1992,2016,1853640.18,1654425.82,1488152.88,0
M001150,N00009795,"Miller, Candice S",2016,MI,R, ,2002,2016,7420.77,692860.32,145460.69,0
S000522,N00009816,"Smith, Chris",2016,NJ,R,H,1980,2016,725292.64,661899.49,272388.94,0
M000404,N00009829,"McDermott, Jim",2016,WA,D,H,1988,2016,259505.1,248962.95,49342.77,0
H000338,N00009869,"Hatch, Orrin G",2016,UT,R,S,1976,2018,11796080,12149020,2156242,0
A000360,N00009888,"Alexander, Lamar",2016,TN,R,S,2002,2020,7976088.6,8809261.6,240658,0
L000174,N00009918,"Leahy, Patrick",2016,VT,D,S,1974,2016,4770988.11,4915515.06,2003840,0
S000320,N00009920,"Shelby, Richard C",2016,AL,R,S,1986,2016,4890271,12055268,9991637,0
R000146,N00009922,"Reid, Harry",2016,NV,D,S,1986,2016,3624597,3412429,372777,0
N000032,N00009926,"Nelson, Bill",2016,FL,D,S,2000,2018,14929609,16267649,1745453,0
G000359,N00009975,"Graham, Lindsey",2016,SC,R,Pres,2002,2016,5858698,5858698,0,0
J000177,N00010084,"Johnson, Tim",2016,,D, ,,2020,1256598,618197,769826,0
L000566,N00012233,"Latta, Robert E",2016,OH,R,H,2007,2016,1053339.03,757613.65,788604.36,0
C001049,N00012460,"Clay, William L Jr",2016,MO,D,H,2000,2016,656036.84,733975.53,238779.14,0
C000174,N00012508,"Carper, Tom",2016,DE,D,S,2000,2018,4603049,5157343,244760,0
K000360,N00012539,"Kirk, Mark",2016,IL,R,S,2010,2016,11973173,12058127,220848,0
M001189,N00012546,"Messer, Luke",2016,IN,R,H,2012,2016,1939106.69,1350188.18,1050399.33,0
H001034,N00012611,"Honda, Mike",2016,CA,D,H,2000,2016,2964837.57,2953466,32308.97,114129.74
P000588,N00012672,"Pearce, Steve",2016,NM,R,H,2010,2016,1840392.75,955855.9,1272289.29,0
C001045,N00012739,"Crenshaw, Ander ",2016,FL,R,H,2000,2016,983954.53,937190.09,59867.84,0
M001143,N00012942,"McCollum, Betty",2016,MN,D,H,2000,2016,915558.12,962049.13,124671.95,0
C001046,N00013131,"Cantor, Eric",2016,,R, ,,2016,-10721.04,17371.32,2600,0
G000546,N00013323,"Graves, Sam",2016,MO,R,H,2000,2016,1521611.24,1460282.25,455812.21,5522.41
I000057,N00013345,"Israel, Steve",2016,NY,D,H,2000,2016,1085533.29,1654498.97,107729.71,0
S001154,N00013770,"Shuster, Bill",2016,PA,R,H,2001,2016,4081436.94,4271411.94,225322.62,0
F000445,N00013799,"Forbes, Randy",2016,VA,R,H,2001,2016,1361577.65,1900991.1,19.26,0
P000597,N00013817,"Pingree, Chellie",2016,ME,D,H,2008,2016,609680.02,291844.95,533293.6,20000
P000590,N00013823,"Pryor, Mark",2016,,D, ,,2020,12169848,14022634,0,0
M001144,N00013846,"Miller, Jeff",2016,FL,R,H,2001,2016,594679.55,545591.46,221188.79,0
L000562,N00013855,"Lynch, Stephen F",2016,MA,D,H,2001,2016,1210583.66,522959.09,1094211.31,0
B001236,N00013873,"Boozman, John",2016,AR,R,S,2010,2016,4888821,4466196,458682,0
N000127,N00021207,"Nolan, Rick",2016,MN,D,H,2012,2016,3029106.87,2874694.98,181075.26,0
C001077,N00024753,"Coffman, Mike",2016,CO,R,H,2008,2016,3515600.85,3521511.46,16612.59,0
R000575,N00024759,"Rogers, Mike D",2016,AL,R,H,2002,2016,1137285.01,1069552.06,525546.96,0
G000550,N00024760,"Gingrey, Phil",2016,,R, ,,2020,1727748,3599682,0,0
C001069,N00024842,"Courtney, Joe",2016,CT,D,H,2006,2016,1196028.96,1148327.85,622922.48,0
C001056,N00024852,"Cornyn, John",2016,TX,R,S,2002,2020,15900956,14790168,2896642,0
B001245,N00024866,"Bordallo, Madeleine Z",2016,GU,D,D,2002,2016,189492.8,191607.64,18717.75,0
S001156,N00024870,"Sanchez, Linda",2016,CA,D,H,2002,2016,1472077.96,1492188.36,418596.63,0
S001157,N00024871,"Scott, David",2016,GA,D,H,2002,2016,1227571.84,923318.83,357111.1,41570
H001036,N00024922,"Hensarling, Jeb",2016,TX,R,H,2002,2016,2237757.47,3186746.14,648063.2,0
C001063,N00024978,"Cuellar, Henry",2016,TX,D,H,2004,2016,1682663.77,922632.21,2077784.05,0
M001151,N00024992,"Murphy, Tim",2016,PA,R,H,2002,2016,1484900.51,1115205.99,1188615.41,0
G000549,N00025025,"Gerlach, Jim",2016,,R, ,,2016,6301.62,39655.31,407446.41,0
C001051,N00025095,"Carter, John",2016,TX,R,H,2002,2016,1050387.72,1245057.64,403409.52,0
B001248,N00025219,"Burgess, Michael",2016,TX,R,H,2002,2016,1356397.47,1083348.15,478104.99,0
K000362,N00025237,"King, Steven A",2016,IA,R,H,2002,2016,944682.84,954150,126603.15,0
R000577,N00025280,"Ryan, Tim",2016,OH,D,H,2002,2016,1024124.86,1243065.84,167181.54,0
G000551,N00025284,"Grijalva, Raul M",2016,AZ,D,H,2002,2016,658781.57,636719.3,58150.29,4015.59
B001250,N00025292,"Bishop, Rob",2016,UT,R,H,2002,2016,989853.03,851134.73,184499.31,2859.2
D000600,N00025337,"Diaz-Balart, Mario",2016,FL,R,H,2002,2016,1368064,1512687.07,490742.18,0
B001242,N00025413,"Bishop, Timothy H",2016,,D, ,,2016,-6441.46,39356.49,8840.62,0
K000392,N00025445,"Kustoff, David",2016,,R, ,,2016,1331246.31,1218420.1,115378.97,488634.3
R000576,N00025482,"Ruppersberger, Dutch",2016,MD,D,H,2002,2016,1135835.39,1141646.74,1077084.2,0
B001269,N00025495,"Barletta, Lou",2016,PA,R,H,2010,2016,1309267.49,993761.37,402910.61,107020
C001053,N00025726,"Cole, Tom",2016,OK,R,H,2002,2016,1804367.75,1525340.92,1262352.54,0
H001050,N00025881,"Hanabusa, Colleen",2016,HI,D,H,2010,2016,972277.38,489371.41,517814.91,224905.76
C001062,N00026041,"Conaway, Mike",2016,TX,R,H,2004,2016,1931946.23,1622810.55,1366243.1,0
N000182,N00026043,"Neugebauer, Randy",2016,TX,R,H,2003,2016,277224.49,495716.32,457168.07,0
M001153,N00026050,"Murkowski, Lisa",2016,AK,R,S,2002,2016,6058418,7055456.57,91119,173772
B001252,N00026080,"Barrow, John",2016,,D, ,,2016,-566.33,22913.42,57374.33,0
G000552,N00026148,"Gohmert, Louis B Jr",2016,TX,R,H,2004,2016,728591.58,879705.63,22007.97,0
P000591,N00026160,"Price, Tom",2016,GA,R,H,2004,2016,2336890.83,2462030.43,2131255.68,0
F000450,N00026166,"Foxx, Virginia",2016,NC,R,H,2004,2016,1578744.43,1203666.11,2411990.03,0
D000604,N00026171,"Dent, Charlie",2016,PA,R,H,2004,2016,1661202.6,1746125.27,852892.91,0
M001159,N00026314,"Rodgers, Cathy McMorris",2016,WA,R,H,2004,2016,3245571,3393298,35027,26852
C001059,N00026341,"Costa, Jim",2016,CA,D,H,2004,2016,1749100.54,1750431.91,616676.14,0
K000389,N00026427,"Khanna, Ro",2016,,D, ,,2016,3707272.31,3653849.82,55091.87,211736.76
P000592,N00026457,"Poe, Ted",2016,TX,R,H,2004,2016,832427.59,617147.82,2064841.3,0
M001157,N00026460,"McCaul, Michael",2016,TX,R,H,2004,2016,1661954,1617892.48,105724.96,85000
D000607,N00026586,"Donnelly, Joe",2016,IN,D,S,2012,2018,8289669.18,6920817.9,1388871,0
B001255,N00026595,"Boustany, Charles Jr",2016,LA,R,H,2004,2016,5520729.18,5871550.69,15696,201300
M001156,N00026627,"McHenry, Patrick",2016,NC,R,H,2004,2016,3192579.15,2636979.61,1395807.38,0
F000449,N00026631,"Fortenberry, Jeff",2016,NE,R,H,2004,2016,802161.38,374531.73,1586976.29,0
G000553,N00026686,"Green, Al",2016,TX,D,H,2004,2016,669207.43,565135.57,234125.08,50000
M001158,N00026710,"Marchant, Kenny",2016,TX,R,H,2004,2016,983112.66,478705.18,1382298.68,0
C001061,N00026790,"Cleaver, Emanuel",2016,MO,D,H,2004,2016,1141294.66,769392.56,508615.16,0
K000393,N00026823,"Kennedy, John",2016,,R, ,,2016,6147577.29,4927233.08,1220342,0
R000578,N00026885,"Reichert, Dave",2016,WA,R,H,2004,2016,1655867.43,1718066.63,334851.74,0
M001160,N00026914,"Moore, Gwen",2016,WI,D,H,2004,2016,1010484.28,984065.68,40092.09,0
M001166,N00026926,"McNerney, Jerry",2016,CA,D,H,2006,2016,1214702.75,1151239.6,210476.46,2954.15
C001067,N00026961,"Clarke, Yvette D",2016,NY,D,H,2006,2016,681230.85,714976.81,85192.45,77748.62
B001251,N00027035,"Butterfield, G K",2016,NC,D,H,2004,2016,1103962.89,847157.18,643896.09,0
H001038,N00027060,"Higgins, Brian M",2016,NY,D,H,2004,2016,791467.08,615881.47,796505.88,0
F000451,N00027229,"Fitzpatrick, Michael G",2016,PA,R,H,2010,2016,3781.8,818024.83,262474.88,0
L000563,N00027239,"Lipinski, Daniel",2016,IL,D,H,2004,2016,880695.08,670143.09,1258221.94,0
C001071,N00027441,"Corker, Bob",2016,TN,R,S,2006,2018,11380786,6582211,5934106,0
M001163,N00027459,"Matsui, Doris O",2016,CA,D,H,2005,2016,1103090.61,1003350.91,374973.71,1400
B001257,N00027462,"Bilirakis, Gus",2016,FL,R,H,2006,2016,1406330.75,1744040.94,91395.64,0
B001259,N00027464,"Braley, Bruce",2016,,D, ,,2020,12160858,12147941,0,0
B001256,N00027493,"Bachmann, Michele",2016,,R, ,,2016,255951.72,230404.9,1727019.82,3714.37
K000367,N00027500,"Klobuchar, Amy",2016,MN,D,S,2006,2018,9858582,9600472,1881667,0
C001070,N00027503,"Casey, Bob",2016,PA,D,S,2006,2018,14789447,14498821,1606564,0
P000593,N00027510,"Perlmutter, Ed",2016,CO,D,H,2006,2016,1891982.13,1722534.27,351224.72,0
C001066,N00027514,"Castor, Kathy",2016,FL,D,H,2006,2016,731881.53,844813.94,641441.43,0
H001041,N00027522,"Heller, Dean",2016,NV,R,S,2011,2018,11909055.51,10530757.93,1378295,0
S001165,N00027523,"Sires, Albio",2016,NJ,D,H,2006,2016,633397.21,580646.82,290287.08,0
M001169,N00027566,"Murphy, Christopher S",2016,CT,D,S,2012,2018,13084020,11959080,1124943,0
S001172,N00027623,"Smith, Adrian",2016,NE,R,H,2006,2016,1156745.42,764817.74,1176366.91,0
B001260,N00027626,"Buchanan, Vernon",2016,FL,R,H,2006,2016,1620551.34,877996.25,1467267.66,0
H001057,N00027649,"Huelskamp, Tim",2016,KS,R,H,2010,2016,923123.99,1325478.17,83994.73,5375.72
G000555,N00027658,"Gillibrand, Kirsten",2016,NY,D,S,2009,2018,18214086,16443808,2266662,0
M001170,N00027694,"McCaskill, Claire",2016,MO,D,S,2006,2018,20532222,20653870,781519,0
L000565,N00027741,"Loebsack, David",2016,IA,D,H,2006,2016,1608465.95,681228.09,960707.14,0
S001168,N00027751,"Sarbanes, John",2016,MD,D,H,2006,2016,946820.52,759245.23,935514.46,0
J000288,N00027848,"Johnson, Hank",2016,GA,D,H,2006,2016,502696.23,448008.33,70015.44,6211.2
D000622,N00027860,"Duckworth, Tammy",2016,IL,D,H,2012,2016,16364966,16627563,137402,0
M001171,N00027891,"Maffei, Dan",2016,,D, ,,2016,0,21290.32,48.31,0
J000289,N00027894,"Jordan, Jim",2016,OH,R,H,2006,2016,732366.16,421916.51,1313687.71,0
S001170,N00028091,"Shea-Porter, Carol",2016,,D, ,,2016,1512316.35,1529132.13,3815.85,0
L000564,N00028133,"Lamborn, Douglas L",2016,CO,R,H,2006,2016,587901.14,337226.72,317319.23,0
H001042,N00028139,"Hirono, Mazie K",2016,HI,D,S,2012,2018,7138539,6542110.57,812934,125000
M001165,N00028152,"McCarthy, Kevin",2016,CA,R,H,2006,2016,7735576.72,8072390.62,1517819.17,10000
E000290,N00028249,"Edwards, Donna",2016,MD,D,H,2008,2016,3500328,3498497,1832,0
E000288,N00028257,"Ellison, Keith",2016,MN,D,H,2006,2016,2784930.96,2457969.41,489709.33,0
G000556,N00028418,"Grayson, Alan",2016,FL,D,H,2012,2016,8729520.36,7649019.96,915596.58,4683786.74
R000582,N00028463,"Roe, Phil",2016,TN,R,H,2008,2016,399977.06,306153.87,474128.68,0
C001076,N00028958,"Chaffetz, Jason",2016,UT,R,H,2008,2016,1403088.62,1304308.32,408157.98,0
B001262,N00028986,"Broun, Paul",2016,,R, ,,2016,136354.86,134855.18,1208.64,87993.36
F000457,N00029016,"Franken, Al",2016,MN,D,S,2008,2018,27492594.86,26287773.86,1332743,0
R000583,N00029018,"Rooney, Tom",2016,FL,R,H,2008,2016,626812.49,919686.35,70654.39,0
H001047,N00029070,"Himes, Jim",2016,CT,D,H,2008,2016,2121423.67,1098673.03,2068163.93,0
J000290,N00029077,"Jenkins, Lynn",2016,KS,R,H,2008,2016,2193764.8,1523722.51,978761.47,0
P000598,N00029127,"Polis, Jared",2016,CO,D,H,2008,2016,1383484.13,1326164.54,67922.77,0
F000454,N00029139,"Foster, Bill",2016,IL,D,H,2012,2016,2886538.27,1666528.48,2287780.33,1131454.72
H001052,N00029147,"Harris, Andy",2016,MD,R,H,2010,2016,1290564.02,816312.77,771849.98,0
P000596,N00029168,"Pierluisi, Pedro",2016,PR,D,D,2008,2016,58600,48872.97,10341.21,82822.51
H001048,N00029258,"Hunter, Duncan D",2016,CA,R,H,2008,2016,1194880.5,927392.85,720060.34,0
K000368,N00029260,"Kirkpatrick, Ann",2016,AZ,D,H,2012,2016,9136500,9123541,12982,0
P000595,N00029277,"Peters, Gary",2016,MI,D,S,2014,2020,10815378.92,10602683.38,672870,0
O000168,N00029285,"Olson, Pete",2016,TX,R,H,2008,2016,1517419.77,1390120.5,457843.56,0
M001176,N00029303,"Merkley, Jeff",2016,OR,D,S,2008,2020,11918479.74,11272235.06,713343,0
P000594,N00029391,"Paulsen, Erik",2016,MN,R,H,2008,2016,4939819.01,5761610.62,373169.27,0
