bill_id,chamber,term,session,action,roll_number,url
HR3102-113,House,113,1,Passage of a Measure,476,http://clerk.house.gov/evs/2013/roll476.xml
HR3102-113,House,113,1,Motion to Commit/Recommit With Instructions Results,475,http://clerk.house.gov/evs/2013/roll475.xml
HR3107-113,House,113,2,Final Passage Under Suspension of the Rules Results,457,http://clerk.house.gov/evs/2014/roll457.xml
HR3136-113,House,113,2,Passage of a Measure,441,http://clerk.house.gov/evs/2014/roll441.xml
HR3136-113,House,113,2,Motion to Commit/Recommit With Instructions Results,440,http://clerk.house.gov/evs/2014/roll440.xml
HR316-113,House,113,2,Vote on House Agreeing to the Senate Action,340,http://clerk.house.gov/evs/2014/roll340.xml
HR3189-113,House,113,2,Passage of a Measure,132,http://clerk.house.gov/evs/2014/roll132.xml
HR3189-113,House,113,2,Motion to Commit/Recommit With Instructions Results,131,http://clerk.house.gov/evs/2014/roll131.xml
HR3193-113,House,113,2,Passage of a Measure,85,http://clerk.house.gov/evs/2014/roll085.xml
HR3193-113,House,113,2,Motion to Commit/Recommit With Instructions Results,84,http://clerk.house.gov/evs/2014/roll084.xml
HR3202-113,House,113,2,Final Passage Under Suspension of the Rules Results,456,http://clerk.house.gov/evs/2014/roll456.xml
HR3204-113,Senate,113,1,CLOTURE MOTION,234,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00234
HR3205-113,House,113,1,Final Passage Under Suspension of the Rules Results,552,http://clerk.house.gov/evs/2013/roll552.xml
HR3210-113,House,113,1,Passage of a Measure,499,http://clerk.house.gov/evs/2013/roll499.xml
HR3212-113,House,113,1,Final Passage Under Suspension of the Rules Results,635,http://clerk.house.gov/evs/2013/roll635.xml
HR3223-113,House,113,1,Passage of a Measure,525,http://clerk.house.gov/evs/2013/roll525.xml
HR3230-113,Senate,113,2,CONFERENCE REPORT AGREED TO,254,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00254
HR3230-113,Senate,113,2,MOTION TO WAIVE (MEASURE),253,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00253
HR3230-113,House,113,2,Placeholder Text for H42510,467,http://clerk.house.gov/evs/2014/roll467.xml
HR3230-113,House,113,2,Vote on House Agreeing to the Senate Action,453,http://clerk.house.gov/evs/2014/roll453.xml
HR3230-113,House,113,2,Vote on House Agreeing to the Senate Action,450,http://clerk.house.gov/evs/2014/roll450.xml
HR3230-113,House,113,2,Vote on House Agreeing to the Senate Action,436,http://clerk.house.gov/evs/2014/roll436.xml
HR3230-113,House,113,2,Vote on House Agreeing to the Senate Action,430,http://clerk.house.gov/evs/2014/roll430.xml
HR3230-113,House,113,2,Vote on House Agreeing to the Senate Action,316,http://clerk.house.gov/evs/2014/roll316.xml
HR3230-113,Senate,113,2,PASSED SENATE,187,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00187
HR3230-113,Senate,113,2,MOTION TO WAIVE (MEASURE),186,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00186
HR3230-113,House,113,1,Passage of a Measure,516,http://clerk.house.gov/evs/2013/roll516.xml
HR3230-113,House,113,1,Free Form Motions Results,515,http://clerk.house.gov/evs/2013/roll515.xml
HR324-113,House,113,1,Final Passage Under Suspension of the Rules Results,165,http://clerk.house.gov/evs/2013/roll165.xml
HR3240-113,House,113,2,Final Passage Under Suspension of the Rules Results,538,http://clerk.house.gov/evs/2014/roll538.xml
HR325-113,Senate,113,1,PASSED SENATE,11,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00011
HR325-113,Senate,113,1,MOTION TO RECOMMIT,10,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00010
HR325-113,House,113,1,Passage of a Measure,30,http://clerk.house.gov/evs/2013/roll030.xml
HR325-113,House,113,1,Motion to Commit/Recommit With Instructions Results,29,http://clerk.house.gov/evs/2013/roll029.xml
HR3273-113,House,113,1,Passage of a Measure,534,http://clerk.house.gov/evs/2013/roll534.xml
HR3273-113,House,113,1,Free Form Motions Results,533,http://clerk.house.gov/evs/2013/roll533.xml
HR3301-113,House,113,2,Passage of a Measure,354,http://clerk.house.gov/evs/2014/roll354.xml
HR3301-113,House,113,2,Motion to Commit/Recommit With Instructions Results,353,http://clerk.house.gov/evs/2014/roll353.xml
HR3304-113,Senate,113,1,SENATE AGREED (FREE TEXT),284,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00284
HR3304-113,Senate,113,1,MOTION TO TABLE REJECTED,283,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00283
HR3304-113,Senate,113,1,CLOTURE MOTION,282,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=1&vote=00282
HR3309-113,House,113,1,Passage of a Measure,629,http://clerk.house.gov/evs/2013/roll629.xml
HR3350-113,House,113,1,Passage of a Measure,587,http://clerk.house.gov/evs/2013/roll587.xml
HR3350-113,House,113,1,Motion to Commit/Recommit With Instructions Results,586,http://clerk.house.gov/evs/2013/roll586.xml
HR3350-113,House,113,1,Placeholder Text for H36810,585,http://clerk.house.gov/evs/2013/roll585.xml
HR3361-113,House,113,2,Passage of a Measure,230,http://clerk.house.gov/evs/2014/roll230.xml
HR3362-113,House,113,2,Passage of a Measure,23,http://clerk.house.gov/evs/2014/roll023.xml
HR3362-113,House,113,2,Motion to Commit/Recommit With Instructions Results,22,http://clerk.house.gov/evs/2014/roll022.xml
HR3370-113,Senate,113,2,PASSED SENATE,78,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00078
HR3370-113,House,113,2,Final Passage Under Suspension of the Rules Results,91,http://clerk.house.gov/evs/2014/roll091.xml
HR3375-113,House,113,2,Final Passage Under Suspension of the Rules Results,313,http://clerk.house.gov/evs/2014/roll313.xml
HR338-113,House,113,1,Final Passage Under Suspension of the Rules Results,58,http://clerk.house.gov/evs/2013/roll058.xml
HR3393-113,House,113,2,Passage of a Measure,449,http://clerk.house.gov/evs/2014/roll449.xml
HR3393-113,House,113,2,Motion to Commit/Recommit With Instructions Results,448,http://clerk.house.gov/evs/2014/roll448.xml
HR3438-113,House,113,2,Final Passage Under Suspension of the Rules Results,533,http://clerk.house.gov/evs/2014/roll533.xml
HR3448-113,House,113,2,Final Passage Under Suspension of the Rules Results,62,http://clerk.house.gov/evs/2014/roll062.xml
HR3474-113,Senate,113,2,CLOTURE MOTION,143,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00143
HR3474-113,House,113,2,Final Passage Under Suspension of the Rules Results,115,http://clerk.house.gov/evs/2014/roll115.xml
HR3521-113,House,113,1,Final Passage Under Suspension of the Rules Results,630,http://clerk.house.gov/evs/2013/roll630.xml
HR3522-113,House,113,2,Passage of a Measure,495,http://clerk.house.gov/evs/2014/roll495.xml
HR3522-113,House,113,2,Motion to Commit/Recommit With Instructions Results,494,http://clerk.house.gov/evs/2014/roll494.xml
HR3527-113,House,113,2,Final Passage Under Suspension of the Rules Results,3,http://clerk.house.gov/evs/2014/roll003.xml
HR3530-113,House,113,2,Final Passage Under Suspension of the Rules Results,221,http://clerk.house.gov/evs/2014/roll221.xml
HR3547-113,Senate,113,2,SENATE CONCURRED (FREE TEXT),13,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00013
HR3547-113,Senate,113,2,CLOTURE MOTION,12,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00012
HR3547-113,House,113,2,Vote on House Agreeing to the Senate Action,21,http://clerk.house.gov/evs/2014/roll021.xml
HR3547-113,House,113,1,Final Passage Under Suspension of the Rules Results,612,http://clerk.house.gov/evs/2013/roll612.xml
HR357-113,House,113,2,Final Passage Under Suspension of the Rules Results,33,http://clerk.house.gov/evs/2014/roll033.xml
HR3572-113,House,113,2,Final Passage Under Suspension of the Rules Results,536,http://clerk.house.gov/evs/2014/roll536.xml
HR3584-113,House,113,2,Final Passage Under Suspension of the Rules Results,195,http://clerk.house.gov/evs/2014/roll195.xml
HR3588-113,House,113,1,Final Passage Under Suspension of the Rules Results,613,http://clerk.house.gov/evs/2013/roll613.xml
HR3590-113,House,113,2,Passage of a Measure,41,http://clerk.house.gov/evs/2014/roll041.xml
HR3590-113,House,113,2,Motion to Commit/Recommit With Instructions Results,40,http://clerk.house.gov/evs/2014/roll040.xml
HR360-113,House,113,1,Final Passage Under Suspension of the Rules Results,123,http://clerk.house.gov/evs/2013/roll123.xml
HR3628-113,House,113,2,Final Passage Under Suspension of the Rules Results,4,http://clerk.house.gov/evs/2014/roll004.xml
HR367-113,House,113,1,Passage of a Measure,445,http://clerk.house.gov/evs/2013/roll445.xml
HR367-113,House,113,1,Motion to Commit/Recommit With Instructions Results,444,http://clerk.house.gov/evs/2013/roll444.xml
HR3811-113,House,113,2,Passage of a Measure,11,http://clerk.house.gov/evs/2014/roll011.xml
HR3826-113,House,113,2,Passage of a Measure,106,http://clerk.house.gov/evs/2014/roll106.xml
HR3826-113,House,113,2,Motion to Commit/Recommit With Instructions Results,105,http://clerk.house.gov/evs/2014/roll105.xml
HR384-113,House,113,1,Final Passage Under Suspension of the Rules Results,149,http://clerk.house.gov/evs/2013/roll149.xml
HR3865-113,House,113,2,Passage of a Measure,69,http://clerk.house.gov/evs/2014/roll069.xml
HR3865-113,House,113,2,Motion to Commit/Recommit With Instructions Results,68,http://clerk.house.gov/evs/2014/roll068.xml
HR3964-113,House,113,2,Passage of a Measure,50,http://clerk.house.gov/evs/2014/roll050.xml
HR3964-113,House,113,2,Motion to Commit/Recommit With Instructions Results,49,http://clerk.house.gov/evs/2014/roll049.xml
HR3973-113,House,113,2,Passage of a Measure,129,http://clerk.house.gov/evs/2014/roll129.xml
HR3973-113,House,113,2,Motion to Commit/Recommit With Instructions Results,128,http://clerk.house.gov/evs/2014/roll128.xml
HR3979-113,Senate,113,2,SENATE AGREED (FREE TEXT),325,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00325
HR3979-113,Senate,113,2,RULING OF THE CHAIR,324,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00324
HR3979-113,Senate,113,2,MOTION TO RECOMMIT,323,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00323
HR3979-113,Senate,113,2,CLOTURE MOTION,322,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00322
HR3979-113,House,113,2,Vote on House Agreeing to the Senate Action,551,http://clerk.house.gov/evs/2014/roll551.xml
HR3979-113,Senate,113,2,PASSED SENATE,101,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00101
HR3979-113,Senate,113,2,CLOTURE MOTION,100,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00100
HR3979-113,Senate,113,2,MOTION TO TABLE AGREED TO,98,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00098
HR3979-113,Senate,113,2,CLOTURE MOTION,90,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00090
HR3979-113,House,113,2,Final Passage Under Suspension of the Rules Results,116,http://clerk.house.gov/evs/2014/roll116.xml
HR4-113,House,113,2,Passage of a Measure,513,http://clerk.house.gov/evs/2014/roll513.xml
HR4-113,House,113,2,Motion to Commit/Recommit With Instructions Results,512,http://clerk.house.gov/evs/2014/roll512.xml
HR4012-113,House,113,2,Passage of a Measure,528,http://clerk.house.gov/evs/2014/roll528.xml
HR4012-113,House,113,2,Motion to Commit/Recommit With Instructions Results,527,http://clerk.house.gov/evs/2014/roll527.xml
HR4015-113,House,113,2,Passage of a Measure,135,http://clerk.house.gov/evs/2014/roll135.xml
HR4015-113,House,113,2,Motion to Commit/Recommit With Instructions Results,134,http://clerk.house.gov/evs/2014/roll134.xml
HR4031-113,House,113,2,Final Passage Under Suspension of the Rules Results,229,http://clerk.house.gov/evs/2014/roll229.xml
HR41-113,House,113,1,Final Passage Under Suspension of the Rules Results,7,http://clerk.house.gov/evs/2013/roll007.xml
HR4118-113,House,113,2,Passage of a Measure,97,http://clerk.house.gov/evs/2014/roll097.xml
HR4118-113,House,113,2,Motion to Commit/Recommit With Instructions Results,96,http://clerk.house.gov/evs/2014/roll096.xml
HR4120-113,House,113,2,Final Passage Under Suspension of the Rules Results,179,http://clerk.house.gov/evs/2014/roll179.xml
HR4138-113,House,113,2,Passage of a Measure,124,http://clerk.house.gov/evs/2014/roll124.xml
HR4138-113,House,113,2,Motion to Commit/Recommit With Instructions Results,123,http://clerk.house.gov/evs/2014/roll123.xml
HR4152-113,House,113,2,Vote on House Agreeing to the Senate Action,149,http://clerk.house.gov/evs/2014/roll149.xml
HR4152-113,House,113,2,Final Passage Under Suspension of the Rules Results,114,http://clerk.house.gov/evs/2014/roll114.xml
HR4192-113,House,113,2,Final Passage Under Suspension of the Rules Results,178,http://clerk.house.gov/evs/2014/roll178.xml
HR4194-113,House,113,2,Vote on House Agreeing to the Senate Action,516,http://clerk.house.gov/evs/2014/roll516.xml
HR4195-113,House,113,2,Final Passage Under Suspension of the Rules Results,405,http://clerk.house.gov/evs/2014/roll405.xml
HR4225-113,House,113,2,Final Passage Under Suspension of the Rules Results,222,http://clerk.house.gov/evs/2014/roll222.xml
HR4263-113,House,113,2,Final Passage Under Suspension of the Rules Results,369,http://clerk.house.gov/evs/2014/roll369.xml
HR4278-113,House,113,2,Final Passage Under Suspension of the Rules Results,148,http://clerk.house.gov/evs/2014/roll148.xml
HR4283-113,House,113,2,Final Passage Under Suspension of the Rules Results,483,http://clerk.house.gov/evs/2014/roll483.xml
HR4289-113,House,113,2,Final Passage Under Suspension of the Rules Results,370,http://clerk.house.gov/evs/2014/roll370.xml
HR4292-113,House,113,2,Final Passage Under Suspension of the Rules Results,194,http://clerk.house.gov/evs/2014/roll194.xml
HR4302-113,Senate,113,2,PASSED SENATE,93,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00093
HR4302-113,Senate,113,2,MOTION TO WAIVE (MEASURE),92,http://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?&congress=113&session=2&vote=00092
HR4315-113,House,113,2,Passage of a Measure,463,http://clerk.house.gov/evs/2014/roll463.xml
HR4315-113,House,113,2,Motion to Commit/Recommit With Instructions Results,462,http://clerk.house.gov/evs/2014/roll462.xml
HR4411-113,House,113,2,Final Passage Under Suspension of the Rules Results,434,http://clerk.house.gov/evs/2014/roll434.xml
HR4412-113,House,113,2,Final Passage Under Suspension of the Rules Results,272,http://clerk.house.gov/evs/2014/roll272.xml
HR4413-113,House,113,2,Passage of a Measure,349,http://clerk.house.gov/evs/2014/roll349.xml
HR4413-113,House,113,2,Motion to Commit/Recommit With Instructions Results,348,http://clerk.house.gov/evs/2014/roll348.xml
HR4414-113,House,113,2,Passage of a Measure,182,http://clerk.house.gov/evs/2014/roll182.xml
HR4414-113,House,113,2,Final Passage Under Suspension of the Rules Results,174,http://clerk.house.gov/evs/2014/roll174.xml
HR4435-113,House,113,2,Passage of a Measure,240,http://clerk.house.gov/evs/2014/roll240.xml
HR4435-113,House,113,2,Motion to Commit/Recommit With Instructions Results,239,http://clerk.house.gov/evs/2014/roll239.xml
HR4438-113,House,113,2,Passage of a Measure,211,http://clerk.house.gov/evs/2014/roll211.xml
HR4438-113,House,113,2,Motion to Commit/Recommit With Instructions Results,210,http://clerk.house.gov/evs/2014/roll210.xml
HR444-113,House,113,1,Passage of a Measure,38,http://clerk.house.gov/evs/2013/roll038.xml
HR444-113,House,113,1,Motion to Commit/Recommit With Instructions Results,37,http://clerk.house.gov/evs/2013/roll037.xml
HR4450-113,House,113,2,Final Passage Under Suspension of the Rules Results,433,http://clerk.house.gov/evs/2014/roll433.xml
HR4453-113,House,113,2,Passage of a Measure,311,http://clerk.house.gov/evs/2014/roll311.xml
HR4453-113,House,113,2,Motion to Commit/Recommit With Instructions Results,310,http://clerk.house.gov/evs/2014/roll310.xml
HR4457-113,House,113,2,Passage of a Measure,309,http://clerk.house.gov/evs/2014/roll309.xml
HR4457-113,House,113,2,Motion to Commit/Recommit With Instructions Results,308,http://clerk.house.gov/evs/2014/roll308.xml
